Rank,Game_Career,Game_Team,Week,Date,Team,Opponent,GS,Completions,Attempts,Completion_Pct,Pass_Yds,Pass_TD,INT,Yards_per_Attempt,Adj_Yards_per_Attempt,Passer_Rating,Sacks,Sack_Yards,Rush_Att,Rush_Yds,Rush_TD,Yards_per_Rush,Fumbles,Fantasy_Points,Season,QB
143.0,143.0,15.0,16,2020-12-27,SEA,LAR,*,20,32,62.5,225,1,0,7.0,7.66,93.9,5,28,3,9,1,3.0,0,19.9,2020,Russel Wilson
144.0,144.0,16.0,17,2021-01-03,SEA,SF,*,20,36,55.6,181,2,0,5.0,6.14,87.8,2,22,5,29,0,5.8,0,18.14,2021,Russel Wilson
145.0,145.0,1.0,1,2021-09-12,SEA,IND,*,18,23,78.3,254,4,0,11.0,14.52,152.3,3,13,5,9,0,1.8,0,27.06,2021,Russel Wilson
146.0,146.0,2.0,2,2021-09-19,SEA,TEN,*,22,31,71.0,343,2,0,11.1,12.35,128.8,3,23,3,16,0,5.3,0,23.32,2021,Russel Wilson
147.0,147.0,3.0,3,2021-09-26,SEA,MIN,*,23,32,71.9,298,1,0,9.3,9.94,111.2,2,15,3,7,0,2.3,0,16.62,2021,Russel Wilson
148.0,148.0,4.0,4,2021-10-03,SEA,SF,*,16,23,69.6,149,2,0,6.5,8.22,116.0,3,20,4,26,1,6.5,1,20.560000000000002,2021,Russel Wilson
149.0,149.0,5.0,5,2021-10-07,SEA,LAR,*,11,16,68.8,152,1,1,9.5,7.94,93.7,2,21,2,10,0,5.0,0,9.08,2021,Russel Wilson
150.0,150.0,9.0,10,2021-11-14,SEA,GB,*,20,40,50.0,161,0,2,4.0,1.78,39.7,3,28,5,32,0,6.4,0,5.640000000000001,2021,Russel Wilson
151.0,151.0,10.0,11,2021-11-21,SEA,ARI,*,14,26,53.8,207,0,0,8.0,7.96,80.1,4,27,2,2,0,1.0,2,4.479999999999999,2021,Russel Wilson
152.0,152.0,11.0,12,2021-11-29,SEA,WAS,*,20,31,64.5,247,2,0,8.0,9.26,110.6,2,14,2,16,0,8.0,0,19.480000000000004,2021,Russel Wilson
