Season,Week,Date,Opponent,Completions,Attempts,Pass_Yds,Pass_TD,INT,Rush_Att,Rush_Yds,Rush_TD,Fantasy_Points,Def_Cmp_Allowed_pg,Def_Att_Allowed_pg,Def_PassYds_Allowed_pg,Def_PassTD_Allowed_pg,Def_INT_Forced_pg,Def_RushAtt_Allowed_pg,Def_RushYds_Allowed_pg,Def_RushTD_Allowed_pg,Def_Sacks_pg,Def_2PP_Allowed_pg,Def_FantasyPts_Allowed_pg,QB
2022,5.0,2022-10-09,CAR,0,0,0,0,0,1,-1,0,-0.1,19.764705882352942,30.235294117647058,208.41176470588235,1.5294117647058822,0.5294117647058824,4.117647058823529,15.411764705882353,0.17647058823529413,2.2941176470588234,0.058823529411764705,16.1,Brock Purdy
2022,7.0,2022-10-23,KC,4,9,66,0,1,1,1,0,0.7400000000000002,23.41176470588235,35.64705882352941,261.29411764705884,1.5294117647058822,0.8823529411764706,4.470588235294118,22.88235294117647,0.4117647058823529,1.8235294117647058,0.058823529411764705,19.4,Brock Purdy
2022,11.0,2022-11-21,ARI,0,0,0,0,0,3,3,0,0.3,21.470588235294116,32.88235294117647,225.58823529411765,1.7647058823529411,0.7647058823529411,3.4705882352941178,15.294117647058824,0.17647058823529413,2.411764705882353,0.17647058823529413,16.3,Brock Purdy
2022,13.0,2022-12-04,MIA,25,37,210,2,1,4,-1,0,14.299999999999995,21.941176470588236,35.588235294117645,250.05882352941177,1.3529411764705883,0.8235294117647058,3.6470588235294117,12.705882352941176,0.17647058823529413,2.823529411764706,,15.5,Brock Purdy
2022,14.0,2022-12-11,TB,16,21,185,2,0,2,3,1,21.700000000000003,26.058823529411764,39.76470588235294,253.05882352941177,1.5294117647058822,1.0,4.9411764705882355,23.470588235294116,0.17647058823529413,2.764705882352941,0.058823529411764705,17.3,Brock Purdy
2022,15.0,2022-12-15,SEA,17,26,217,2,0,4,-2,0,16.48,26.058823529411764,38.705882352941174,280.3529411764706,1.411764705882353,0.6470588235294118,3.4705882352941178,13.588235294117647,0.0,2.0,0.11764705882352941,16.9,Brock Purdy
2022,16.0,2022-12-24,WAS,15,22,234,2,1,1,6,0,15.96,23.529411764705884,35.11764705882353,265.88235294117646,2.0,0.6470588235294118,4.882352941176471,28.0,0.29411764705882354,2.235294117647059,,21.5,Brock Purdy
2023,17.0,2023-01-01,LV,22,35,284,2,1,2,-3,0,17.06,23.41176470588235,34.64705882352941,254.05882352941177,1.4705882352941178,0.35294117647058826,3.5294117647058822,15.823529411764707,0.23529411764705882,1.588235294117647,0.11764705882352941,18.5,Brock Purdy
2023,18.0,2023-01-08,ARI,15,20,178,3,0,4,7,0,19.82,24.235294117647058,34.76470588235294,243.11764705882354,1.7058823529411764,0.6470588235294118,4.411764705882353,15.941176470588236,0.17647058823529413,2.1176470588235294,0.058823529411764705,17.4,Brock Purdy
2023,1.0,2023-09-10,PIT,19,29,220,2,0,3,20,0,14.8,19.470588235294116,31.764705882352942,239.05882352941177,1.6470588235294117,1.1764705882352942,4.529411764705882,17.529411764705884,0.0,2.3529411764705883,0.058823529411764705,15.8,Brock Purdy
2023,2.0,2023-09-17,LAR,17,25,206,0,0,3,5,1,12.74,21.941176470588236,32.470588235294116,237.88235294117646,1.2941176470588236,0.9411764705882353,3.0,11.941176470588236,0.058823529411764705,2.176470588235294,0.058823529411764705,14.2,Brock Purdy
2023,3.0,2023-09-21,NYG,25,37,310,2,0,4,-1,0,18.3,20.529411764705884,33.35294117647059,229.94117647058823,1.2352941176470589,0.35294117647058826,3.764705882352941,20.647058823529413,0.11764705882352941,2.411764705882353,,15.6,Brock Purdy
2023,4.0,2023-10-01,ARI,20,21,283,1,0,2,0,1,21.32,24.235294117647058,34.76470588235294,243.11764705882354,1.7058823529411764,0.6470588235294118,4.411764705882353,15.941176470588236,0.17647058823529413,2.1176470588235294,0.058823529411764705,17.4,Brock Purdy
2023,5.0,2023-10-08,DAL,17,24,252,4,0,0,0,0,26.08,20.235294117647058,32.23529411764706,220.88235294117646,1.3529411764705883,0.9411764705882353,3.823529411764706,19.235294117647058,0.17647058823529413,3.176470588235294,0.058823529411764705,14.3,Brock Purdy
2023,6.0,2023-10-15,CLE,12,27,125,1,1,3,7,0,5.699999999999999,18.470588235294116,30.470588235294116,207.64705882352942,1.1764705882352942,0.6470588235294118,3.6470588235294117,7.882352941176471,0.17647058823529413,1.8823529411764706,0.058823529411764705,13.2,Brock Purdy
2023,7.0,2023-10-23,MIN,21,30,272,1,2,5,19,0,12.78,24.0,36.23529411764706,279.7647058823529,1.3529411764705883,0.8823529411764706,3.6470588235294117,20.11764705882353,0.23529411764705882,2.235294117647059,0.11764705882352941,18.1,Brock Purdy
2023,8.0,2023-10-29,CIN,22,31,365,1,2,6,57,0,18.3,20.4375,34.625,238.25,1.0625,0.75,2.8125,12.125,0.125,1.875,,13.5,Brock Purdy
