Season,Week,Date,Opponent,Completions,Attempts,Pass_Yds,Pass_TD,INT,Rush_Att,Rush_Yds,Rush_TD,Fantasy_Points,Def_Cmp_Allowed_pg,Def_Att_Allowed_pg,Def_PassYds_Allowed_pg,Def_PassTD_Allowed_pg,Def_INT_Forced_pg,Def_RushAtt_Allowed_pg,Def_RushYds_Allowed_pg,Def_RushTD_Allowed_pg,Def_Sacks_pg,Def_2PP_Allowed_pg,Def_FantasyPts_Allowed_pg,QB
2023,1.0,2023-09-10,ATL,20,38,146,1,2,3,17,0,5.539999999999999,21.764705882352942,32.88235294117647,235.88235294117646,1.4705882352941178,0.5882352941176471,3.764705882352941,13.0,0.17647058823529413,1.2352941176470589,0.11764705882352941,16.9,Bryce Young
2023,2.0,2023-09-18,NO,22,33,153,1,0,2,34,0,11.52,18.88235294117647,31.470588235294116,200.0,1.0,0.4117647058823529,4.529411764705882,24.058823529411764,0.23529411764705882,2.823529411764706,0.058823529411764705,14.9,Bryce Young
2023,4.0,2023-10-01,MIN,25,32,204,0,0,2,10,0,7.16,24.0,36.23529411764706,279.7647058823529,1.3529411764705883,0.8823529411764706,3.6470588235294117,20.11764705882353,0.23529411764705882,2.235294117647059,0.11764705882352941,18.1,Bryce Young
2023,5.0,2023-10-08,DET,25,41,247,3,2,1,4,0,18.28,20.764705882352942,32.94117647058823,261.52941176470586,1.5294117647058822,0.7058823529411765,5.882352941176471,41.1764705882353,0.4117647058823529,2.235294117647059,0.11764705882352941,21.9,Bryce Young
2023,6.0,2023-10-15,MIA,23,38,217,1,0,0,0,0,10.68,24.41176470588235,36.64705882352941,250.52941176470588,1.588235294117647,0.47058823529411764,5.176470588235294,30.88235294117647,0.17647058823529413,2.3529411764705883,0.11764705882352941,19.6,Bryce Young
2023,8.0,2023-10-29,HOU,22,31,235,1,0,4,11,0,14.5,19.764705882352942,30.705882352941178,222.05882352941177,0.8823529411764706,0.9411764705882353,5.0,17.41176470588235,0.11764705882352941,2.2941176470588234,0.058823529411764705,12.9,Bryce Young
2023,9.0,2023-11-05,IND,24,39,173,1,3,5,41,0,9.02,21.470588235294116,31.470588235294116,225.64705882352942,1.4705882352941178,0.5882352941176471,4.705882352941177,20.647058823529413,0.35294117647058826,2.588235294117647,0.23529411764705882,17.9,Bryce Young
2023,10.0,2023-11-09,CHI,21,38,185,0,0,3,18,0,9.2,18.941176470588236,28.176470588235293,224.52941176470588,1.2941176470588236,0.8235294117647058,6.0,22.294117647058822,0.5294117647058824,1.1764705882352942,0.17647058823529413,18.2,Bryce Young
2023,11.0,2023-11-19,DAL,16,29,123,1,1,2,3,0,5.220000000000001,20.235294117647058,32.23529411764706,220.88235294117646,1.3529411764705883,0.9411764705882353,3.823529411764706,19.235294117647058,0.17647058823529413,3.176470588235294,0.058823529411764705,14.3,Bryce Young
2023,12.0,2023-11-26,TEN,18,31,194,0,0,3,23,0,8.059999999999999,25.764705882352942,39.35294117647059,290.05882352941177,1.7058823529411764,0.8235294117647058,3.9411764705882355,12.764705882352942,0.17647058823529413,2.2941176470588234,0.11764705882352941,19.0,Bryce Young
2023,13.0,2023-12-03,TB,15,31,178,0,1,0,0,0,3.12,21.294117647058822,33.411764705882355,221.58823529411765,1.7058823529411764,0.5882352941176471,3.6470588235294117,16.294117647058822,0.058823529411764705,2.6470588235294117,0.11764705882352941,16.0,Bryce Young
2023,14.0,2023-12-10,NO,13,36,137,0,0,3,40,0,7.48,18.88235294117647,31.470588235294116,200.0,1.0,0.4117647058823529,4.529411764705882,24.058823529411764,0.23529411764705882,2.823529411764706,0.058823529411764705,14.9,Bryce Young
2023,15.0,2023-12-17,ATL,18,24,167,0,0,4,9,0,5.58,21.764705882352942,32.88235294117647,235.88235294117646,1.4705882352941178,0.5882352941176471,3.764705882352941,13.0,0.17647058823529413,1.2352941176470589,0.11764705882352941,16.9,Bryce Young
2023,16.0,2023-12-24,GB,23,36,312,2,0,4,17,0,20.18,18.352941176470587,28.0,208.76470588235293,1.2352941176470589,1.0,4.117647058823529,22.529411764705884,0.11764705882352941,2.0,,14.0,Bryce Young
2023,17.0,2023-12-31,JAX,19,32,112,0,1,1,2,0,2.6800000000000006,22.647058823529413,35.35294117647059,250.47058823529412,1.4705882352941178,0.8235294117647058,5.411764705882353,27.58823529411765,0.11764705882352941,2.0588235294117645,0.17647058823529413,17.5,Bryce Young
2024,18.0,2024-01-07,TB,11,18,94,0,0,2,24,0,4.16,23.764705882352942,35.94117647058823,268.70588235294116,1.3529411764705883,0.7647058823529411,3.7058823529411766,13.764705882352942,0.35294117647058826,2.823529411764706,0.058823529411764705,18.0,Bryce Young
2024,1.0,2024-09-08,NO,13,30,161,0,2,4,12,1,9.64,19.529411764705884,32.705882352941174,220.88235294117646,1.2941176470588236,1.0588235294117647,4.235294117647059,23.058823529411764,0.11764705882352941,2.0,0.11764705882352941,14.6,Bryce Young
2024,2.0,2024-09-15,LAC,18,26,84,0,1,1,6,0,1.96,22.764705882352942,35.05882352941177,268.70588235294116,1.4705882352941178,0.5294117647058824,4.117647058823529,13.529411764705882,0.35294117647058826,2.823529411764706,,18.5,Bryce Young
2024,5.0,2024-10-06,CHI,4,7,58,0,0,1,8,0,3.12,24.11764705882353,36.294117647058826,249.7058823529412,1.8235294117647058,1.2941176470588236,3.588235294117647,14.529411764705882,0.058823529411764705,1.7647058823529411,0.058823529411764705,16.8,Bryce Young
2024,7.0,2024-10-20,WAS,2,2,-4,0,0,0,0,0,-0.16,23.294117647058822,35.1764705882353,272.1764705882353,2.2941176470588234,0.47058823529411764,3.6470588235294117,17.176470588235293,0.058823529411764705,2.2941176470588234,0.058823529411764705,20.7,Bryce Young
