Rank,Game_Career,Game_Team,Week,Date,Team,Opponent,GS,Completions,Attempts,Completion_Pct,Pass_Yds,Pass_TD,INT,Yards_per_Attempt,Adj_Yards_per_Attempt,Passer_Rating,Sacks,Sack_Yards,Rush_Att,Rush_Yds,Rush_TD,Yards_per_Rush,Fumbles,Fantasy_Points,Season,QB
73.0,73.0,8.0,8.0,2024-10-27,ARI,MIA,*,26,36,72.2,307,2,0,8.5,9.64,116.3,0,0,5,19,0,3.8,1,20.18,2024,Kyler Murray
74.0,74.0,9.0,9.0,2024-11-03,ARI,CHI,*,13,20,65.0,154,0,0,7.7,7.7,88.3,3,17,2,6,0,3.0,1,4.76,2024,Kyler Murray
75.0,75.0,10.0,10.0,2024-11-10,ARI,NYJ,*,22,24,91.7,266,1,0,11.1,11.92,126.7,1,7,3,21,2,7.0,1,26.740000000000002,2024,Kyler Murray
76.0,76.0,11.0,12.0,2024-11-24,ARI,SEA,*,24,37,64.9,285,0,1,7.7,6.49,77.0,5,36,2,9,0,4.5,0,10.3,2024,Kyler Murray
77.0,77.0,12.0,13.0,2024-12-01,ARI,MIN,*,31,45,68.9,260,1,2,5.8,4.22,72.5,1,8,7,48,0,6.9,1,13.2,2024,Kyler Murray
78.0,78.0,13.0,14.0,2024-12-08,ARI,SEA,*,25,38,65.8,259,2,2,6.8,5.5,80.9,2,24,3,16,0,5.3,0,15.96,2024,Kyler Murray
79.0,79.0,14.0,15.0,2024-12-15,ARI,NE,*,23,30,76.7,224,0,0,7.5,7.47,97.1,0,0,5,11,0,2.2,0,10.06,2024,Kyler Murray
80.0,80.0,15.0,16.0,2024-12-22,ARI,CAR,*,20,32,62.5,202,1,1,6.3,5.53,77.9,3,26,8,63,1,7.9,1,20.38,2024,Kyler Murray
81.0,81.0,16.0,17.0,2024-12-28,ARI,LAR,*,33,48,68.8,321,1,2,6.7,5.23,76.8,4,38,4,32,0,8.0,0,16.04,2024,Kyler Murray
82.0,82.0,17.0,18.0,2025-01-05,ARI,SF,*,25,35,71.4,242,4,0,6.9,9.2,128.5,0,0,3,22,0,7.3,0,27.88,2025,Kyler Murray
