Rank,Game_Career,Game_Team,Week,Date,Team,Opponent,GS,Completions,Attempts,Completion_Pct,Pass_Yds,Pass_TD,INT,Yards_per_Attempt,Adj_Yards_per_Attempt,Passer_Rating,Sacks,Sack_Yards,Rush_Att,Rush_Yds,Rush_TD,Yards_per_Rush,Fumbles,Fantasy_Points,Season,QB
13.0,13.0,13.0,14,2008-12-07,BAL,WAS,*,10,21,47.6,134,1,1,6.4,5.19,64.4,0,0,4,11,0,2.8,1,6.459999999999999,2008,Joe Flacco
14.0,14.0,14.0,15,2008-12-14,BAL,PIT,*,11,28,39.3,115,0,2,4.1,0.89,22.2,2,25,1,5,0,5.0,1,-0.9000000000000004,2008,Joe Flacco
15.0,15.0,15.0,16,2008-12-20,BAL,DAL,*,17,25,68.0,149,1,0,6.0,6.76,96.9,5,26,4,4,0,1.0,1,8.360000000000001,2008,Joe Flacco
16.0,16.0,16.0,17,2008-12-28,BAL,JAX,*,17,23,73.9,297,0,0,12.9,12.91,115.8,2,17,0,0,0,,0,11.88,2008,Joe Flacco
17.0,17.0,1.0,1,2009-09-13,BAL,KC,*,26,43,60.5,307,3,1,7.1,7.49,95.8,1,4,5,18,0,3.6,1,22.080000000000002,2009,Joe Flacco
18.0,18.0,2.0,2,2009-09-20,BAL,SDG,*,17,26,65.4,190,2,1,7.3,7.12,96.6,1,9,5,3,0,0.6,1,11.9,2009,Joe Flacco
19.0,19.0,3.0,3,2009-09-27,BAL,CLE,*,25,35,71.4,342,1,0,9.8,10.34,111.8,1,9,2,5,0,2.5,0,18.18,2009,Joe Flacco
20.0,20.0,4.0,4,2009-10-04,BAL,NE,*,27,47,57.4,264,2,1,5.6,5.51,78.7,2,17,1,2,0,2.0,0,16.76,2009,Joe Flacco
21.0,21.0,5.0,5,2009-10-11,BAL,CIN,*,22,31,71.0,186,1,2,6.0,3.74,70.1,2,11,1,9,0,9.0,0,8.340000000000002,2009,Joe Flacco
22.0,22.0,6.0,6,2009-10-18,BAL,MIN,*,28,43,65.1,385,2,0,9.0,9.88,109.2,3,18,0,0,0,,1,21.4,2009,Joe Flacco
23.0,23.0,7.0,8,2009-11-01,BAL,DEN,*,20,25,80.0,175,1,0,7.0,7.8,109.2,2,8,5,5,0,1.0,0,11.5,2009,Joe Flacco
24.0,24.0,8.0,9,2009-11-08,BAL,CIN,*,18,32,56.3,195,0,2,6.1,3.28,48.3,4,35,2,3,0,1.5,0,4.1,2009,Joe Flacco
25.0,25.0,9.0,10,2009-11-16,BAL,CLE,*,13,18,72.2,155,0,0,8.6,8.61,98.1,2,9,1,-6,0,-6.0,0,5.6000000000000005,2009,Joe Flacco
26.0,26.0,10.0,11,2009-11-22,BAL,IND,*,23,35,65.7,256,0,1,7.3,6.03,75.4,0,0,2,-2,0,-1.0,0,8.040000000000001,2009,Joe Flacco
27.0,27.0,11.0,12,2009-11-29,BAL,PIT,*,23,35,65.7,289,1,0,8.3,8.83,100.8,5,28,1,-2,0,-2.0,2,11.360000000000001,2009,Joe Flacco
28.0,28.0,12.0,13,2009-12-07,BAL,GB,*,15,36,41.7,137,1,3,3.8,0.61,27.2,3,18,3,16,0,5.3,1,3.08,2009,Joe Flacco
29.0,29.0,13.0,14,2009-12-13,BAL,DET,*,13,20,65.0,230,1,0,11.5,12.5,120.8,0,0,1,2,0,2.0,0,13.399999999999999,2009,Joe Flacco
30.0,30.0,14.0,15,2009-12-20,BAL,CHI,*,21,29,72.4,234,4,0,8.1,10.83,135.6,2,22,2,5,0,2.5,1,23.86,2009,Joe Flacco
31.0,31.0,15.0,16,2009-12-27,BAL,PIT,*,13,25,52.0,166,2,1,6.6,6.44,83.1,4,18,0,0,0,,1,10.64,2009,Joe Flacco
32.0,32.0,16.0,17,2010-01-03,BAL,LV,*,11,19,57.9,102,0,0,5.4,5.37,72.7,4,12,4,-2,0,-0.5,0,3.88,2010,Joe Flacco
33.0,33.0,1.0,1,2010-09-13,BAL,NYJ,*,20,38,52.6,248,0,1,6.5,5.34,62.2,2,15,4,2,0,0.5,1,6.119999999999999,2010,Joe Flacco
34.0,34.0,2.0,2,2010-09-19,BAL,CIN,*,17,39,43.6,154,1,4,3.9,-0.15,23.8,1,4,3,9,0,3.0,0,3.0600000000000005,2010,Joe Flacco
35.0,35.0,3.0,3,2010-09-26,BAL,CLE,*,22,31,71.0,262,3,0,8.5,10.39,128.7,0,0,4,-4,0,-1.0,0,22.080000000000002,2010,Joe Flacco
36.0,36.0,4.0,4,2010-10-03,BAL,PIT,*,24,37,64.9,256,1,1,6.9,6.24,82.7,1,6,2,1,0,0.5,1,10.34,2010,Joe Flacco
37.0,37.0,5.0,5,2010-10-10,BAL,DEN,*,14,25,56.0,196,0,0,7.8,7.84,81.4,1,14,5,20,1,4.0,0,15.84,2010,Joe Flacco
38.0,38.0,6.0,6,2010-10-17,BAL,NE,*,27,35,77.1,285,2,0,8.1,9.29,119.3,3,7,2,5,0,2.5,1,17.9,2010,Joe Flacco
39.0,39.0,7.0,7,2010-10-24,BAL,BUF,*,16,31,51.6,250,3,0,8.1,10.0,111.0,2,21,2,-1,0,-0.5,1,19.9,2010,Joe Flacco
40.0,40.0,8.0,9,2010-11-07,BAL,MIA,*,20,27,74.1,266,2,0,9.9,11.33,129.6,4,23,4,7,0,1.8,0,19.34,2010,Joe Flacco
41.0,41.0,9.0,10,2010-11-11,BAL,ATL,*,22,34,64.7,215,3,1,6.3,6.76,99.5,2,11,3,13,0,4.3,0,19.900000000000002,2010,Joe Flacco
42.0,42.0,10.0,11,2010-11-21,BAL,CAR,*,24,33,72.7,301,1,0,9.1,9.73,110.8,3,23,1,0,0,0.0,2,12.04,2010,Joe Flacco
43.0,43.0,11.0,12,2010-11-28,BAL,TB,*,25,35,71.4,289,2,1,8.3,8.11,103.2,4,32,3,-2,0,-0.7,0,17.360000000000003,2010,Joe Flacco
44.0,44.0,12.0,13,2010-12-05,BAL,PIT,*,17,33,51.5,266,1,0,8.1,8.67,88.7,4,40,3,15,0,5.0,1,14.14,2010,Joe Flacco
45.0,45.0,13.0,14,2010-12-13,BAL,HOU,*,22,33,66.7,235,2,0,7.1,8.33,107.5,5,45,0,0,0,,1,15.399999999999999,2010,Joe Flacco
46.0,46.0,14.0,15,2010-12-19,BAL,NO,*,10,20,50.0,172,2,0,8.6,10.6,112.9,3,24,1,2,0,2.0,0,15.079999999999998,2010,Joe Flacco
47.0,47.0,15.0,16,2010-12-26,BAL,CLE,*,12,19,63.2,102,2,1,5.4,5.11,90.2,1,5,3,16,0,5.3,1,9.68,2010,Joe Flacco
48.0,48.0,16.0,17,2011-01-02,BAL,CIN,*,14,19,73.7,125,0,1,6.6,4.21,69.0,4,24,3,1,0,0.3,0,3.0999999999999996,2011,Joe Flacco
49.0,49.0,1.0,1,2011-09-11,BAL,PIT,*,17,29,58.6,224,3,0,7.7,9.79,117.6,1,9,0,0,0,,0,20.96,2011,Joe Flacco
50.0,50.0,2.0,2,2011-09-18,BAL,TEN,*,15,32,46.9,197,1,2,6.2,3.97,51.2,3,13,0,0,0,,1,5.879999999999999,2011,Joe Flacco
51.0,51.0,3.0,3,2011-09-25,BAL,STL,*,27,48,56.3,389,3,0,8.1,9.35,103.6,2,4,8,27,0,3.4,2,26.26,2011,Joe Flacco
52.0,52.0,4.0,4,2011-10-02,BAL,NYJ,*,10,31,32.3,163,0,1,5.3,3.81,37.4,2,8,3,-3,0,-1.0,1,2.2199999999999998,2011,Joe Flacco
53.0,53.0,5.0,6,2011-10-16,BAL,HOU,*,20,33,60.6,305,0,1,9.2,7.88,78.5,2,16,3,-1,1,-0.3,1,14.100000000000001,2011,Joe Flacco
54.0,54.0,6.0,7,2011-10-24,BAL,JAX,*,21,38,55.3,137,1,1,3.6,2.95,61.0,3,25,0,0,0,,1,5.48,2011,Joe Flacco
55.0,55.0,7.0,8,2011-10-30,BAL,ARI,*,31,51,60.8,336,0,1,6.6,5.71,72.0,3,38,4,15,0,3.8,2,8.94,2011,Joe Flacco
56.0,56.0,8.0,9,2011-11-06,BAL,PIT,*,28,47,59.6,300,1,0,6.4,6.81,85.4,3,11,0,0,0,,1,14.0,2011,Joe Flacco
57.0,57.0,9.0,10,2011-11-13,BAL,SEA,*,29,52,55.8,255,1,1,4.9,4.42,67.4,1,8,2,8,0,4.0,0,13.0,2011,Joe Flacco
58.0,58.0,10.0,11,2011-11-20,BAL,CIN,*,17,27,63.0,270,2,1,10.0,9.81,105.5,1,2,3,-2,0,-0.7,1,14.600000000000001,2011,Joe Flacco
