Season,Week,Date,Opponent,Completions,Attempts,Pass_Yds,Pass_TD,INT,Rush_Att,Rush_Yds,Rush_TD,Fantasy_Points,Def_Cmp_Allowed_pg,Def_Att_Allowed_pg,Def_PassYds_Allowed_pg,Def_PassTD_Allowed_pg,Def_INT_Forced_pg,Def_RushAtt_Allowed_pg,Def_RushYds_Allowed_pg,Def_RushTD_Allowed_pg,Def_Sacks_pg,Def_2PP_Allowed_pg,Def_FantasyPts_Allowed_pg,QB
2023,1.0,2023-09-10,BAL,28,44,242,0,0,4,20,0,9.68,23.11764705882353,34.8235294117647,249.35294117647058,1.1764705882352942,0.8235294117647058,3.5294117647058822,13.705882352941176,0.17647058823529413,2.764705882352941,0.058823529411764705,15.1,Cj Stroud
2023,2.0,2023-09-17,IND,30,47,384,2,0,3,1,0,19.46,21.470588235294116,31.470588235294116,225.64705882352942,1.4705882352941178,0.5882352941176471,4.705882352941177,20.647058823529413,0.35294117647058826,2.588235294117647,0.23529411764705882,17.9,Cj Stroud
2023,3.0,2023-09-24,JAX,20,30,280,2,0,3,14,0,20.6,22.647058823529413,35.35294117647059,250.47058823529412,1.4705882352941178,0.8235294117647058,5.411764705882353,27.58823529411765,0.11764705882352941,2.0588235294117645,0.17647058823529413,17.5,Cj Stroud
2023,4.0,2023-10-01,PIT,16,30,306,2,0,4,16,0,21.840000000000003,19.470588235294116,31.764705882352942,239.05882352941177,1.6470588235294117,1.1764705882352942,4.529411764705882,17.529411764705884,0.0,2.3529411764705883,0.058823529411764705,15.8,Cj Stroud
2023,5.0,2023-10-08,ATL,20,35,249,1,0,1,2,0,14.16,21.764705882352942,32.88235294117647,235.88235294117646,1.4705882352941178,0.5882352941176471,3.764705882352941,13.0,0.17647058823529413,1.2352941176470589,0.11764705882352941,16.9,Cj Stroud
2023,6.0,2023-10-15,NO,13,27,199,2,1,3,2,0,14.16,18.88235294117647,31.470588235294116,200.0,1.0,0.4117647058823529,4.529411764705882,24.058823529411764,0.23529411764705882,2.823529411764706,0.058823529411764705,14.9,Cj Stroud
2023,8.0,2023-10-29,CAR,16,24,140,0,0,2,13,1,12.9,22.529411764705884,34.11764705882353,241.05882352941177,1.4705882352941178,0.5882352941176471,4.588235294117647,14.176470588235293,0.29411764705882354,2.0588235294117645,0.058823529411764705,17.4,Cj Stroud
2023,9.0,2023-11-05,TB,30,42,470,5,0,0,10,0,37.8,21.294117647058822,33.411764705882355,221.58823529411765,1.7058823529411764,0.5882352941176471,3.6470588235294117,16.294117647058822,0.058823529411764705,2.6470588235294117,0.11764705882352941,16.0,Cj Stroud
2023,10.0,2023-11-12,CIN,23,39,356,1,1,2,8,1,19.040000000000003,20.4375,34.625,238.25,1.0625,0.75,2.8125,12.125,0.125,1.875,,13.5,Cj Stroud
2023,11.0,2023-11-19,ARI,27,37,336,2,3,1,-1,0,15.339999999999996,24.235294117647058,34.76470588235294,243.11764705882354,1.7058823529411764,0.6470588235294118,4.411764705882353,15.941176470588236,0.17647058823529413,2.1176470588235294,0.058823529411764705,17.4,Cj Stroud
2023,12.0,2023-11-26,JAX,26,36,304,2,0,6,47,1,30.86,22.647058823529413,35.35294117647059,250.47058823529412,1.4705882352941178,0.8235294117647058,5.411764705882353,27.58823529411765,0.11764705882352941,2.0588235294117645,0.17647058823529413,17.5,Cj Stroud
2023,13.0,2023-12-03,DEN,16,27,274,1,0,6,11,0,14.060000000000002,23.058823529411764,35.529411764705884,224.64705882352942,1.1764705882352942,0.8235294117647058,3.5294117647058822,11.352941176470589,0.11764705882352941,2.1176470588235294,0.058823529411764705,14.0,Cj Stroud
2023,14.0,2023-12-10,NYJ,10,23,91,0,0,0,0,0,1.64,20.41176470588235,32.705882352941174,207.41176470588235,0.8823529411764706,0.7058823529411765,4.764705882352941,19.176470588235293,0.35294117647058826,2.6470588235294117,,14.1,Cj Stroud
2023,17.0,2023-12-31,TEN,24,32,213,1,0,1,4,0,12.92,25.764705882352942,39.35294117647059,290.05882352941177,1.7058823529411764,0.8235294117647058,3.9411764705882355,12.764705882352942,0.17647058823529413,2.2941176470588234,0.11764705882352941,19.0,Cj Stroud
2024,18.0,2024-01-06,IND,20,26,264,2,0,3,20,0,20.56,21.764705882352942,33.35294117647059,244.52941176470588,1.2352941176470589,0.8823529411764706,4.235294117647059,20.764705882352942,0.35294117647058826,3.0,,16.7,Cj Stroud
2024,1.0,2024-09-08,IND,24,32,234,2,0,4,13,0,18.66,21.764705882352942,33.35294117647059,244.52941176470588,1.2352941176470589,0.8823529411764706,4.235294117647059,20.764705882352942,0.35294117647058826,3.0,,16.7,Cj Stroud
2024,2.0,2024-09-15,CHI,23,36,260,1,0,1,-1,0,14.3,24.11764705882353,36.294117647058826,249.7058823529412,1.8235294117647058,1.2941176470588236,3.588235294117647,14.529411764705882,0.058823529411764705,1.7647058823529411,0.058823529411764705,16.8,Cj Stroud
2024,3.0,2024-09-22,MIN,20,31,215,1,2,3,12,0,9.8,25.0,35.588235294117645,249.35294117647058,1.2941176470588236,0.6470588235294118,4.352941176470588,15.764705882352942,0.23529411764705882,2.4705882352941178,,16.5,Cj Stroud
2024,4.0,2024-09-29,JAX,27,40,345,2,0,3,17,0,23.5,23.705882352941178,36.11764705882353,256.5882352941176,1.588235294117647,0.8823529411764706,4.705882352941177,20.058823529411764,0.29411764705882354,2.3529411764705883,0.058823529411764705,18.5,Cj Stroud
2024,5.0,2024-10-06,BUF,28,38,331,1,1,3,27,0,15.94,21.294117647058822,32.411764705882355,215.1764705882353,1.0588235294117647,1.0588235294117647,4.529411764705882,19.764705882352942,0.23529411764705882,3.1176470588235294,0.058823529411764705,13.9,Cj Stroud
2024,6.0,2024-10-13,NE,20,31,192,3,1,3,7,0,16.38,21.705882352941178,33.705882352941174,222.76470588235293,1.0588235294117647,0.5882352941176471,5.294117647058823,11.647058823529411,0.23529411764705882,2.1176470588235294,0.23529411764705882,14.6,Cj Stroud
2024,7.0,2024-10-20,GB,10,21,86,0,0,5,19,0,5.34,20.11764705882353,30.764705882352942,223.7058823529412,1.2352941176470589,0.4117647058823529,4.882352941176471,24.647058823529413,0.058823529411764705,2.588235294117647,0.058823529411764705,15.1,Cj Stroud
2024,8.0,2024-10-27,IND,25,37,285,1,0,1,-10,0,12.4,21.764705882352942,33.35294117647059,244.52941176470588,1.2352941176470589,0.8823529411764706,4.235294117647059,20.764705882352942,0.35294117647058826,3.0,,16.7,Cj Stroud
2024,9.0,2024-10-31,NYJ,11,30,191,0,0,8,59,0,11.54,18.41176470588235,30.705882352941178,187.1764705882353,1.1176470588235294,1.0,4.294117647058823,18.294117647058822,0.11764705882352941,2.823529411764706,,12.2,Cj Stroud
2024,10.0,2024-11-10,DET,19,33,232,1,2,1,5,0,7.779999999999999,21.823529411764707,34.588235294117645,268.3529411764706,1.6470588235294117,0.9411764705882353,5.411764705882353,24.647058823529413,0.29411764705882354,2.411764705882353,0.058823529411764705,19.4,Cj Stroud
2024,11.0,2024-11-18,DAL,23,34,257,0,1,3,26,0,10.88,17.941176470588236,29.764705882352942,201.05882352941177,1.2352941176470589,1.0,4.647058823529412,18.647058823529413,0.23529411764705882,2.6470588235294117,,14.1,Cj Stroud
2024,12.0,2024-11-24,TEN,20,33,247,2,2,3,18,0,15.680000000000003,22.764705882352942,33.529411764705884,245.94117647058823,1.1764705882352942,0.35294117647058826,3.6470588235294117,12.764705882352942,0.11764705882352941,2.6470588235294117,0.058823529411764705,15.4,Cj Stroud
2024,13.0,2024-12-01,JAX,22,34,242,1,0,5,7,0,14.38,23.705882352941178,36.11764705882353,256.5882352941176,1.588235294117647,0.8823529411764706,4.705882352941177,20.058823529411764,0.29411764705882354,2.3529411764705883,0.058823529411764705,18.5,Cj Stroud
2024,15.0,2024-12-15,MIA,18,26,131,2,0,6,4,0,11.64,22.294117647058822,33.35294117647059,242.64705882352942,1.588235294117647,0.8823529411764706,4.705882352941177,17.88235294117647,0.29411764705882354,3.2941176470588234,0.11764705882352941,17.3,Cj Stroud
2024,16.0,2024-12-21,KC,23,39,244,2,2,2,23,0,16.06,19.941176470588236,32.588235294117645,197.23529411764707,1.1176470588235294,0.47058823529411764,5.352941176470588,20.11764705882353,0.23529411764705882,3.3529411764705883,,14.5,Cj Stroud
2024,17.0,2024-12-25,BAL,17,31,185,0,1,1,7,0,6.1,22.58823529411765,37.294117647058826,218.64705882352942,1.0588235294117647,1.0588235294117647,3.235294117647059,16.764705882352942,0.058823529411764705,3.5294117647058822,,12.3,Cj Stroud
2025,18.0,2025-01-05,TEN,6,6,50,1,0,0,0,0,6.0,18.41176470588235,27.764705882352942,189.0,1.5294117647058822,0.6470588235294118,4.9411764705882355,25.58823529411765,0.35294117647058826,1.8823529411764706,0.058823529411764705,16.7,Cj Stroud
